"project";"sampling_year";"species_code_fao";"sex";"fork_length";"whole_fishweight"
"DCF";2009;"YFT";"M";122;36
"DCF";2009;"YFT";"F";133;45.7
"DCF";2009;"YFT";"M";133;50.7
"DCF";2009;"YFT";"M";127;43
"DCF";2009;"YFT";"M";127;41.5
"DCF";2009;"YFT";"F";129;43.7
"DCF";2009;"YFT";"M";135;51.85
"DCF";2009;"YFT";"M";130;44.75
"DCF";2009;"YFT";"M";134;49.45
"DCF";2009;"YFT";"M";127;42.95
"DCF";2009;"YFT";"M";138;50.45
"DCF";2009;"YFT";"M";133;50.7
"DCF";2009;"YFT";"F";138;52.35
"DCF";2009;"YFT";"F";132;46.4
"DCF";2009;"YFT";"F";129;50.75
"DCF";2009;"YFT";"M";141;64.15
"DCF";2009;"YFT";"M";128;45.75
"DCF";2009;"YFT";"F";127;40.55
"DCF";2009;"YFT";"F";124;42.25
"DCF";2009;"YFT";"M";129;46.7
"DCF";2009;"YFT";"M";157;75.15
"DCF";2009;"YFT";"M";142;62.5
"DCF";2009;"YFT";"M";148;64.3
"DCF";2009;"YFT";"M";159;84.65
"DCF";2009;"YFT";"M";144;66.35
"DCF";2009;"YFT";"M";139;58.9
"DCF";2009;"YFT";"M";139;58.2
"DCF";2009;"YFT";"F";143;57.1
"DCF";2009;"YFT";"M";139;60
"DCF";2009;"YFT";"M";142;57.8
"DCF";2009;"YFT";"M";137;52.6
"DCF";2009;"YFT";"M";142;61.8
"DCF";2009;"YFT";"M";142;59.75
"DCF";2009;"YFT";"M";145;61.95
"DCF";2009;"YFT";"F";138;54.7
"DCF";2009;"YFT";"F";133;46.9
"DCF";2009;"YFT";"M";133;52.55
"DCF";2009;"YFT";"M";135;54.05
"DCF";2009;"YFT";"M";137;58.25
"DCF";2009;"YFT";"F";138;54.45
"DCF";2009;"YFT";"M";147;68
"DCF";2009;"YFT";"M";141;63.65
"DCF";2009;"YFT";"F";138;54.4
"DCF";2009;"YFT";"M";137;53.3
"DCF";2009;"YFT";"F";135;49.7
"DCF";2009;"YFT";"F";129;47.65
"DCF";2009;"YFT";"F";146;62.9
"DCF";2009;"YFT";"M";141;59.75
"DCF";2009;"YFT";"M";149;59.95
"DCF";2009;"YFT";"M";144;62.5
"DCF";2009;"YFT";"M";135;55.95
"DCF";2009;"YFT";"M";140;62
"DCF";2009;"YFT";"M";139;59
"DCF";2009;"YFT";"F";140;53.95
"DCF";2009;"YFT";"M";148;67.55
"DCF";2009;"YFT";"M";139;54
"DCF";2009;"YFT";"M";141;60.85
"DCF";2009;"YFT";"M";132;48.05
"DCF";2009;"YFT";"M";137;56.1
"DCF";2009;"YFT";"M";137;52.95
"DCF";2009;"YFT";"M";128;45.15
"DCF";2009;"YFT";"M";140;58
"DCF";2009;"YFT";"M";136;52.5
"DCF";2009;"YFT";"M";136;55.9
"DCF";2009;"YFT";"M";135;53.05
"DCF";2009;"YFT";"F";135;50.85
"DCF";2009;"YFT";"M";136;53.65
"DCF";2009;"YFT";"M";140;53.7
"DCF";2009;"YFT";"M";137;49.35
"DCF";2009;"YFT";"M";149;51.3
"DCF";2009;"YFT";"M";137;54.7
"DCF";2009;"YFT";"F";133;45.35
"DCF";2009;"YFT";"M";135;52.86
"DCF";2009;"YFT";"M";135;51.4
"DCF";2009;"YFT";"M";134;53.55
"DCF";2009;"YFT";"M";141;58.75
"DCF";2009;"YFT";"M";137;52.4
"DCF";2009;"YFT";"M";133;50.45
"DCF";2009;"YFT";"M";144;65.75
"DCF";2009;"YFT";"F";139;49.65
"DCF";2009;"YFT";"M";138;57.75
"DCF";2009;"YFT";"F";134;51.85
"DCF";2009;"YFT";"M";138;57.5
"DCF";2009;"YFT";"M";126;44.15
"DCF";2009;"YFT";"M";127;38.95
"DCF";2009;"YFT";"F";133;53.75
"DCF";2009;"YFT";"F";139;57.3
"DCF";2009;"YFT";"F";130;48.9
"DCF";2009;"YFT";"M";135;48.95
"DCF";2009;"YFT";"M";157;77.85
"DCF";2009;"YFT";"M";125;44.15
"DCF";2009;"YFT";"M";139;50.95
"DCF";2009;"YFT";"F";140;55.85
"DCF";2009;"YFT";"F";141;57.15
"DCF";2009;"YFT";"M";128;44.6
"DCF";2009;"YFT";"M";132;52.3
"DCF";2009;"YFT";"F";138;53.8
"DCF";2009;"YFT";"M";124;41.45
"DCF";2009;"YFT";"M";143;64.4
"DCF";2009;"YFT";"M";127;44
"DCF";2009;"YFT";"M";127;42.85
"DCF";2009;"YFT";"F";121;36.25
"DCF";2009;"YFT";"M";124;40.9
"DCF";2009;"YFT";"M";140;59.4
"DCF";2009;"YFT";"M";131;47.3
"DCF";2009;"YFT";"F";139;58
"DCF";2009;"YFT";"M";152;67.9
"DCF";2009;"YFT";"M";137;53.95
"DCF";2009;"YFT";"M";139;58
"DCF";2009;"YFT";"M";140;56.2
"DCF";2009;"YFT";"F";130;48.1
"DCF";2009;"YFT";"F";124;51.05
"DCF";2009;"YFT";"F";126;43.65
"DCF";2009;"YFT";"M";132;48.9
"DCF";2009;"YFT";"F";130;46.1
"DCF";2009;"YFT";"M";132;50.55
"DCF";2009;"YFT";"F";137;54.85
"DCF";2009;"YFT";"F";134;48.35
"DCF";2009;"YFT";"M";128;45.1
"DCF";2009;"YFT";"M";142;62.85
"DCF";2009;"YFT";"M";128;46.3
"DCF";2009;"YFT";"M";140;59.2
"DCF";2009;"YFT";"F";136;53.4
"DCF";2009;"YFT";"M";137;58.65
"DCF";2009;"YFT";"M";141;56
"DCF";2009;"YFT";"F";138;51.55
"DCF";2009;"YFT";"M";130;46.2
"DCF";2009;"YFT";"M";147;69.6
"DCF";2009;"YFT";"M";131;51.7
"DCF";2009;"YFT";"F";140;56.5
"DCF";2009;"YFT";"M";147;65.8
"DCF";2009;"YFT";"M";141;59.65
"DCF";2009;"YFT";"M";152;74.75
"DCF";2009;"YFT";"M";152;69.1
"DCF";2009;"YFT";"M";143;56.55
"DCF";2009;"YFT";"M";148;67.4
"DCF";2009;"YFT";"M";153;71.5
"DCF";2009;"YFT";"M";150;69.8
"DCF";2009;"YFT";"M";140;53.5
"DCF";2009;"YFT";"M";144;58.8
"DCF";2009;"YFT";"M";140;56.7
"DCF";2009;"YFT";"M";131;48.8
"DCF";2009;"YFT";"M";135;57.5
"DCF";2009;"YFT";"M";132;48.95
"DCF";2009;"YFT";"M";141;59.5
"DCF";2009;"YFT";"M";127;49.75
"DCF";2009;"YFT";"M";149;67
"DCF";2009;"YFT";"F";127;45.26
"DCF";2009;"YFT";"M";149;70.35
"DCF";2009;"YFT";"M";149;75.55
"DCF";2009;"YFT";"M";150;75.85
"DCF";2009;"YFT";"M";130;45.85
"DCF";2009;"YFT";"M";133;47.9
"DCF";2009;"YFT";"M";127;47.55
"DCF";2009;"YFT";"M";128;44.4
"DCF";2009;"YFT";"M";137;57.25
"DCF";2009;"YFT";"M";140;55.45
"DCF";2009;"YFT";"M";130;47
"DCF";2009;"YFT";"F";131;44.2
"DCF";2009;"YFT";"F";135;50.7
"DCF";2009;"YFT";"M";149;69
"DCF";2009;"YFT";"M";138;57.15
"DCF";2009;"YFT";"M";135;50.15
"DCF";2009;"YFT";"M";83;13.65
"DCF";2009;"YFT";"M";83;11.65
"DCF";2009;"YFT";"M";84;13.55
"DCF";2009;"YFT";"M";74;9.55
"DCF";2009;"YFT";"F";86;14.3
"DCF";2009;"YFT";"F";89;13.45
"DCF";2009;"YFT";"F";85;13.65
"DCF";2009;"YFT";"M";85;13.85
"DCF";2009;"YFT";"M";94;19.5
"DCF";2009;"YFT";"F";84;13.6
"DCF";2009;"YFT";"F";86;15.8
"DCF";2009;"YFT";"F";82;13.65
"DCF";2009;"YFT";"F";86;15.65
"DCF";2009;"YFT";"M";87;15.6
"DCF";2009;"YFT";"M";89;16
"DCF";2009;"YFT";"M";96;18.95
"DCF";2009;"YFT";"M";83;13.05
"DCF";2009;"YFT";"F";84;14.4
"DCF";2009;"YFT";"F";87;15.75
"DCF";2009;"YFT";"F";83;12.75
"DCF";2009;"YFT";"F";83;14.4
"DCF";2009;"YFT";"F";88;14.6
"DCF";2009;"YFT";"M";85;15.5
"DCF";2009;"YFT";"M";78;12.15
"DCF";2009;"YFT";"F";89;15.45
"DCF";2009;"YFT";"F";88;16.08
"DCF";2009;"YFT";"F";127;43.55
"DCF";2009;"YFT";"M";129;42.3
"DCF";2009;"YFT";"F";120;36.8
"DCF";2009;"YFT";"M";129;46.45
"DCF";2009;"YFT";"F";128;37.3
"DCF";2009;"YFT";"F";125;39.5
"DCF";2009;"YFT";"M";117;31.8
"DCF";2009;"YFT";"F";140;53.45
"DCF";2009;"YFT";"F";117;33.3
"DCF";2009;"YFT";"F";130;42
"DCF";2009;"YFT";"F";117;32.05
"DCF";2009;"YFT";"M";126;41.5
"DCF";2009;"YFT";"F";116;33.4
"DCF";2009;"YFT";"M";119;38.75
"DCF";2009;"YFT";NA;119;31.05
"DCF";2009;"YFT";"F";120;35.1
"DCF";2009;"YFT";"M";116;32.4
"DCF";2009;"YFT";"M";128;41.75
"DCF";2009;"YFT";"M";127;39.75
"DCF";2009;"YFT";"M";122;40
"DCF";2009;"YFT";"M";124;36.2
"DCF";2009;"YFT";"F";123;36.6
"DCF";2009;"YFT";"M";122;39.2
"DCF";2009;"YFT";"M";122;39
"DCF";2009;"YFT";"F";122;35.15
"DCF";2009;"YFT";"F";126;42.55
"DCF";2009;"YFT";"F";128;44.15
"DCF";2009;"YFT";"F";127;39.3
"DCF";2009;"YFT";"F";123;37.5
"DCF";2009;"YFT";"M";112;30.2
"DCF";2009;"YFT";"F";130;45.45
"DCF";2009;"YFT";"F";127;47.15
"DCF";2009;"YFT";"F";126;43.9
"DCF";2009;"YFT";"F";130;47.15
"DCF";2009;"YFT";"M";142;56.65
"DCF";2009;"YFT";"M";129;47.65
"DCF";2009;"YFT";"F";129;47.75
"DCF";2009;"YFT";"F";133;50.1
"DCF";2009;"YFT";"M";128;48.1
"DCF";2009;"YFT";"F";126;41.5
"DCF";2009;"YFT";"M";126;44.85
"DCF";2009;"YFT";"F";123;40.1
"DCF";2009;"YFT";"M";132;49.75
"DCF";2009;"YFT";"F";125;41
"DCF";2009;"YFT";"M";131;48.45
"DCF";2009;"YFT";"M";127;46.15
"DCF";2009;"YFT";"F";135;51.05
"DCF";2009;"YFT";"F";132;48.75
"DCF";2009;"YFT";"F";136;50.2
"DCF";2009;"YFT";"F";129;47.9
"DCF";2009;"YFT";"F";133;49.9
"DCF";2009;"YFT";"F";131;45.6
"DCF";2009;"YFT";"F";130;44.35
"DCF";2009;"YFT";"F";130;45.9
"DCF";2009;"YFT";"F";130;47.2
"DCF";2009;"YFT";"F";124;37.9
"DCF";2009;"YFT";"M";140;57.05
"DCF";2009;"YFT";"M";132;47.5
"DCF";2009;"YFT";"F";125;39.65
"DCF";2009;"YFT";"M";132;54.9
"DCF";2009;"YFT";"F";108;28.5
"DCF";2009;"YFT";"F";127;46.5
"DCF";2009;"YFT";"F";93;14.5
"DCF";2009;"YFT";"F";105;23.5
"DCF";2009;"YFT";"M";102;20.2
"DCF";2009;"YFT";"M";108;26.55
"DCF";2009;"YFT";"M";110;26.05
"DCF";2009;"YFT";"M";100;21
"DCF";2009;"YFT";"M";110;26.745
"DCF";2009;"YFT";"F";108;26.55
"DCF";2009;"YFT";"M";113;25.25
"DCF";2009;"YFT";"F";104;22.4
"DCF";2009;"YFT";"F";110;26.9
"DCF";2009;"YFT";"F";105;22.9
"DCF";2009;"YFT";"F";103;21.75
"DCF";2009;"YFT";"F";108;24.2
"DCF";2009;"YFT";"M";112;26.6
"DCF";2009;"YFT";"F";106;22.8
"DCF";2009;"YFT";"M";107;26.95
"DCF";2009;"YFT";"M";101;20.3
"DCF";2009;"YFT";"M";104;23.65
"DCF";2009;"YFT";"M";135;47.8
"DCF";2009;"YFT";"F";106;23.15
"DCF";2009;"YFT";"M";139;62.7
"DCF";2009;"YFT";"F";108;25.55
"DCF";2009;"YFT";"F";134;50.69
"DCF";2009;"YFT";"M";110;25.1
"DCF";2009;"YFT";"M";140;59.15
"DCF";2009;"YFT";"F";110;26
"DCF";2009;"YFT";"M";133;49.15
"DCF";2009;"YFT";"M";103;22.75
"DCF";2009;"YFT";"M";139;62.65
"DCF";2009;"YFT";"M";106;22.8
"DCF";2009;"YFT";"F";130;44.25
"DCF";2009;"YFT";"F";131;46.3
"DCF";2009;"YFT";"F";103;20.35
"DCF";2009;"YFT";"M";129;42.4
"DCF";2009;"YFT";"F";105;23.1
"DCF";2009;"YFT";"M";145;67.55
"DCF";2009;"YFT";"M";108;24.45
"DCF";2009;"YFT";"M";132;53.6
"DCF";2009;"YFT";"F";105;23.35
"DCF";2009;"YFT";"M";126;33
"DCF";2009;"YFT";"F";110;30.6
"DCF";2009;"YFT";"M";138;57.7
"DCF";2009;"YFT";"F";123;36.2
"DCF";2009;"YFT";"F";130;49.15
"DCF";2009;"YFT";"F";127;44.65
"DCF";2009;"YFT";"F";135;55
"DCF";2009;"YFT";"F";111;28.1
"DCF";2009;"YFT";"M";127;46.9
"DCF";2009;"YFT";"M";122;39.25
"DCF";2009;"YFT";"M";137;55.75
"DCF";2009;"YFT";"F";126;41.55
"DCF";2009;"YFT";"M";143;64.85
"DCF";2009;"YFT";"M";130;48
"DCF";2009;"YFT";"F";132;45.4
"DCF";2009;"YFT";"F";128;47.7
"DCF";2009;"YFT";"M";133;54.95
"DCF";2009;"YFT";"M";130;51.1
"DCF";2009;"YFT";"F";123;40.35
"DCF";2009;"YFT";"F";134;56.55
"DCF";2009;"YFT";"F";128;41.25
"DCF";2009;"YFT";"M";155;80.1
"DCF";2009;"YFT";"M";131;47.55
"DCF";2009;"YFT";"M";129;48.35
"DCF";2009;"YFT";"M";144;65.4
"DCF";2009;"YFT";"M";144;67.4
"DCF";2009;"YFT";NA;135;60.7
"DCF";2009;"YFT";"M";134;55.8
"DCF";2009;"YFT";"M";129;48
"DCF";2009;"YFT";"M";138;61.95
"DCF";2009;"YFT";"F";127;42.2
"DCF";2009;"YFT";"F";131;47.55
"DCF";2009;"YFT";"M";134;50.7
"DCF";2009;"YFT";"F";130;46.05
"DCF";2009;"YFT";"M";137;61.15
"DCF";2009;"YFT";"M";128;42.35
"DCF";2009;"YFT";"M";138;52.65
"DCF";2009;"YFT";"M";140;56.55
"DCF";2009;"YFT";"F";105;24.8
"DCF";2009;"YFT";"F";124;39.2
"DCF";2009;"YFT";"F";119;31.55
"DCF";2009;"YFT";"M";134;51.15
"DCF";2009;"YFT";"F";126;38.85
"DCF";2009;"YFT";"F";128;44.15
"DCF";2009;"YFT";"F";127;42.55
"DCF";2009;"YFT";"F";121;42.9
"DCF";2009;"YFT";"M";118;35.45
"DCF";2009;"YFT";"F";134;51.25
"DCF";2009;"YFT";"F";133;51.6
"DCF";2009;"YFT";"F";128;45.9
"DCF";2009;"YFT";"F";134;47.8
"DCF";2009;"YFT";"F";127;44.55
"DCF";2009;"YFT";"F";127;46.35
"DCF";2009;"YFT";"F";130;43.1
"DCF";2009;"YFT";"M";123;39
"DCF";2009;"YFT";"F";122;39.1
"DCF";2009;"YFT";"F";132;48.55
"DCF";2009;"YFT";"F";124;43.45
"DCF";2009;"YFT";"M";147;68.3
"DCF";2009;"YFT";"M";140;62.35
"DCF";2009;"YFT";"F";130;49.45
"DCF";2009;"YFT";"F";125;41.85
"DCF";2009;"YFT";"M";145;64.45
"DCF";2009;"YFT";"F";133;48.5
"DCF";2009;"YFT";"F";132;48.65
"DCF";2009;"YFT";"M";132;48.85
"DCF";2009;"YFT";"M";140;60.45
"DCF";2009;"YFT";"F";132;50.65
"DCF";2009;"YFT";"M";136;52.05
"DCF";2009;"YFT";"M";138;57.25
"DCF";2009;"YFT";"F";128;44.45
"DCF";2009;"YFT";"M";126;44.7
"DCF";2009;"YFT";"F";129;46.2
"DCF";2009;"YFT";"F";127;45.9
"DCF";2009;"YFT";"F";130;41.45
"DCF";2009;"YFT";"F";129;42.7
"DCF";2009;"YFT";"F";131;47.15
"DCF";2009;"YFT";"M";148;78.05
"DCF";2009;"YFT";"M";132;50.05
"DCF";2009;"YFT";"F";128;45.25
"DCF";2009;"YFT";"F";129;48.65
"DCF";2009;"YFT";"F";130;48.3
"DCF";2009;"YFT";"M";128;48.9
"DCF";2009;"YFT";"M";142;53.7
"DCF";2009;"YFT";"F";138;53.3
"DCF";2009;"YFT";"F";128;45.65
"DCF";2009;"YFT";"F";129;42.7
"DCF";2009;"YFT";"M";130;49.05
"DCF";2009;"YFT";"F";134;46.35
"DCF";2009;"YFT";"F";138;53.5
"DCF";2009;"YFT";"F";130;52.15
"DCF";2009;"YFT";"F";131;48
"DCF";2009;"YFT";"M";133;52.2
"DCF";2009;"YFT";"M";142;62.35
"DCF";2009;"YFT";"M";133;52.3
"DCF";2009;"YFT";"F";136;50.5
"DCF";2009;"YFT";"F";125;44.85
"DCF";2009;"YFT";"F";130;46.85
"DCF";2009;"YFT";"M";133;54.5
"DCF";2009;"YFT";"M";131;47.75
"DCF";2009;"YFT";"F";131;49.95
"DCF";2009;"YFT";"F";134;51.5
"DCF";2009;"YFT";"M";135;57.9
"DCF";2009;"YFT";"F";130;50.45
"DCF";2009;"YFT";"F";129;50.75
"DCF";2009;"YFT";"M";139;60.6
"DCF";2009;"YFT";"F";135;52.35
"DCF";2009;"YFT";NA;137;54.95
"DCF";2009;"YFT";"M";130;46.1
"DCF";2009;"YFT";"F";129;45.95
"DCF";2009;"YFT";"F";129;49.2
"DCF";2009;"YFT";"M";153;71.5
"DCF";2009;"YFT";"F";139;64
"DCF";2009;"YFT";"M";139;59.75
"DCF";2009;"YFT";"M";136;58.65
"DCF";2009;"YFT";"M";135;52
"DCF";2009;"YFT";"F";131;48.3
"DCF";2009;"YFT";"F";136;50.1
"DCF";2009;"YFT";"M";131;56.95
"DCF";2009;"YFT";"M";131;53.05
"DCF";2009;"YFT";"M";133;49.7
"DCF";2009;"YFT";"M";135;54.1
"DCF";2009;"YFT";"M";139;57.45
"DCF";2009;"YFT";"F";131;48.15
"DCF";2009;"YFT";"M";138;58.95
"DCF";2009;"YFT";"F";125;40.95
"DCF";2009;"YFT";"F";133;54.35
"DCF";2009;"YFT";"F";129;47.2
"DCF";2009;"YFT";"F";129;46.6
"DCF";2009;"YFT";"M";132;60.35
"DCF";2009;"YFT";"F";136;52.85
"DCF";2009;"YFT";"F";127;45.7
"DCF";2009;"YFT";"F";123;40.55
"DCF";2009;"YFT";"F";132;49.75
"DCF";2009;"YFT";"M";121;39.1
"DCF";2009;"YFT";"M";135;56.45
"DCF";2009;"YFT";"F";139;54.15
"DCF";2009;"YFT";NA;136;57.45
"DCF";2009;"YFT";"M";141;58.45
"DCF";2009;"YFT";"M";124;40.05
"DCF";2009;"YFT";"F";132;47.85
"DCF";2009;"YFT";"M";109;24.55
"DCF";2009;"YFT";"M";111;25.85
"DCF";2009;"YFT";"F";103;23.4
"DCF";2009;"YFT";"F";111;28.55
"DCF";2009;"YFT";"F";104;24.75
"DCF";2009;"YFT";"F";111;29.75
"DCF";2009;"YFT";"M";99;20.65
"DCF";2009;"YFT";"F";105;25.15
"DCF";2009;"YFT";"M";109;26.95
"DCF";2009;"YFT";"M";105;25.1
"DCF";2009;"YFT";"M";99;20.8
"DCF";2009;"YFT";NA;100;23.15
"DCF";2009;"YFT";"M";103;24.7
"DCF";2009;"YFT";"M";106;22.7
"DCF";2009;"YFT";"F";109;26.55
"DCF";2009;"YFT";"M";123;36.6
"DCF";2009;"YFT";"M";109;27.1
"DCF";2009;"YFT";"M";112;25.1
"DCF";2009;"YFT";"M";112;26.6
"DCF";2009;"YFT";"F";105;24.35
"DCF";2009;"YFT";"F";98;20.95
"DCF";2009;"YFT";"M";112;30.3
"DCF";2009;"YFT";"F";125;43.55
"DCF";2009;"YFT";"M";108;25.7
"DCF";2009;"YFT";"M";110;25.65
"DCF";2009;"YFT";"M";105;23.1
"DCF";2009;"YFT";"F";111;27.35
"DCF";2009;"YFT";NA;110;26.5
"DCF";2009;"YFT";"F";112;28.7
"DCF";2009;"YFT";"M";108;29.9
"DCF";2009;"YFT";"M";109;25.5
"DCF";2009;"YFT";"M";112;28
"DCF";2009;"YFT";"M";111;28.35
"DCF";2009;"YFT";"F";105;21.45
"DCF";2009;"YFT";"F";85;15.6
"DCF";2009;"YFT";"F";108;25.6
"DCF";2009;"YFT";"F";108;25.2
"DCF";2009;"YFT";NA;105;25.5
"DCF";2009;"YFT";"M";112;28.7
"DCF";2009;"YFT";"F";111;28.8
"DCF";2009;"YFT";"F";112;29.55
"DCF";2009;"YFT";"F";106;26.45
"DCF";2009;"YFT";"M";103;23
"DCF";2009;"YFT";"F";102;21.45
"DCF";2009;"YFT";"M";102;22.3
"DCF";2009;"YFT";"F";96;19.8
"DCF";2009;"YFT";"F";96;20.3
"DCF";2009;"YFT";"F";95;17.8
"DCF";2009;"YFT";"M";98;18.85
"DCF";2009;"YFT";"F";102;23.55
"DCF";2009;"YFT";"M";107;25.75
"DCF";2009;"YFT";"F";105;25.25
"DCF";2009;"YFT";"M";103;24.45
"DCF";2009;"YFT";"F";100;24.1
"DCF";2009;"YFT";"F";115;34
"DCF";2009;"YFT";"F";99;20.5
"DCF";2009;"YFT";"F";100;21.05
"DCF";2009;"YFT";"F";100;20.9
"DCF";2009;"YFT";"M";134;51.3
"DCF";2009;"YFT";"F";135;55.4
"DCF";2009;"YFT";"F";128;45.55
"DCF";2009;"YFT";"F";123;44.5
"DCF";2009;"YFT";"F";135;53.45
"DCF";2009;"YFT";"M";131;54.3
"DCF";2009;"YFT";"F";133;49.15
"DCF";2009;"YFT";"M";133;50.6
"DCF";2009;"YFT";"M";133;53.55
"DCF";2009;"YFT";"M";135;52.25
"DCF";2009;"YFT";"F";135;50.6
"DCF";2009;"YFT";"M";142;63.45
"DCF";2009;"YFT";"F";135;48.75
"DCF";2009;"YFT";"F";129;48.55
"DCF";2009;"YFT";"F";125;52.35
"DCF";2009;"YFT";"M";147;67.6
"DCF";2009;"YFT";"M";130;51.65
"DCF";2009;"YFT";"M";136;57.35
"DCF";2009;"YFT";"F";129;49.75
"DCF";2009;"YFT";"M";130;45.9
"DCF";2009;"YFT";"F";127;47.95
"DCF";2009;"YFT";"M";138;55
"DCF";2009;"YFT";"F";102;21.75
"DCF";2009;"YFT";"F";107;24.45
"DCF";2009;"YFT";"M";104;21.15
"DCF";2009;"YFT";"M";104;24.25
"DCF";2009;"YFT";"M";107;24.2
"DCF";2009;"YFT";"M";104;21.95
"DCF";2009;"YFT";"F";106;23.15
"DCF";2009;"YFT";"M";102;20.65
"DCF";2009;"YFT";"M";152;73.95
"DCF";2009;"YFT";"F";136;55.6
"DCF";2009;"YFT";"M";113;31.2
"DCF";2009;"YFT";"M";135;56.75
"DCF";2009;"YFT";"F";105;24.2
"DCF";2009;"YFT";"F";134;50.7
"DCF";2009;"YFT";"F";99;19.65
"DCF";2009;"YFT";"M";133;56.75
"DCF";2009;"YFT";"F";102;23.25
"DCF";2009;"YFT";"F";131;48.95
"DCF";2009;"YFT";"F";100;22.7
"DCF";2009;"YFT";"F";103;24.45
"DCF";2009;"YFT";"F";102;24.15
"DCF";2009;"YFT";"F";99;20.3
"DCF";2009;"YFT";"F";102;23.2
"DCF";2009;"YFT";"F";100;20.4
"DCF";2009;"YFT";"M";100;21
"DCF";2009;"YFT";"F";107;22.8
"DCF";2009;"YFT";"M";109;27.85
"DCF";2009;"YFT";"M";100;22.45
"DCF";2009;"YFT";"F";103;25.2
"DCF";2009;"YFT";"F";99;19.4
"DCF";2009;"YFT";"F";111;29.25
"DCF";2009;"YFT";"F";102;19.85
"DCF";2009;"YFT";"M";100;21.5
"DCF";2009;"YFT";"M";104;21.8
"DCF";2009;"YFT";"M";105;23.65
"DCF";2009;"YFT";"F";104;24.45
"DCF";2009;"YFT";"F";100;21.45
"DCF";2009;"YFT";"F";106;23.75
"DCF";2009;"YFT";"M";112;30.3
"DCF";2009;"YFT";"M";108;29.55
"DCF";2009;"YFT";"F";107;25.1
"DCF";2009;"YFT";"F";107;28.4
"DCF";2009;"YFT";"F";111;29.75
"DCF";2009;"YFT";"M";112;29.8
"DCF";2009;"YFT";"M";108;27.35
"DCF";2009;"YFT";"F";106;23.9
"DCF";2009;"YFT";"F";106;23.35
"DCF";2009;"YFT";"F";104;24.9
"DCF";2009;"YFT";"M";107;26.05
"DCF";2009;"YFT";"F";110;28.45
"DCF";2009;"YFT";"M";108;25.25
"DCF";2009;"YFT";"M";116;34.2
"DCF";2009;"YFT";"M";112;29.75
"DCF";2009;"YFT";"F";108;24.4
"DCF";2009;"YFT";"M";110;27
"DCF";2009;"YFT";"M";115;28.35
"DCF";2009;"YFT";"F";115;30.8
"DCF";2009;"YFT";"M";113;29.65
"DCF";2009;"YFT";"M";108;26.8
"DCF";2009;"YFT";"F";111;27.9
"DCF";2009;"YFT";"M";110;29.05
"DCF";2009;"YFT";"M";109;28.4
"DCF";2009;"YFT";"M";108;26.3
"DCF";2009;"YFT";"M";114;28.55
"DCF";2009;"YFT";"F";124;37.4
"DCF";2009;"YFT";"M";108;27.1
"DCF";2009;"YFT";"M";110;27.35
"DCF";2009;"YFT";"M";118;33.4
"DCF";2009;"YFT";"M";111;26.95
"DCF";2009;"YFT";"M";111;29.5
"DCF";2009;"YFT";"F";113;30.45
"DCF";2009;"YFT";"F";115;30.1
"DCF";2009;"YFT";"M";138;59.1
"DCF";2009;"YFT";"M";144;59
"DCF";2009;"YFT";"F";130;48.65
"DCF";2009;"YFT";"F";125;41.3
"DCF";2009;"YFT";"F";129;45.05
"DCF";2009;"YFT";"F";123;37.8
"DCF";2009;"YFT";"F";127;44.55
"DCF";2009;"YFT";"M";137;51.3
"DCF";2009;"YFT";"F";123;42.8
"DCF";2009;"YFT";"M";125;45.75
"DCF";2009;"YFT";"F";139;54.3
"DCF";2009;"YFT";NA;145;59.75
"DCF";2009;"YFT";"F";139;56.45
"DCF";2009;"YFT";"F";134;54.25
"DCF";2009;"YFT";NA;110;26.9
"DCF";2009;"YFT";NA;106;23.4
"DCF";2009;"YFT";"F";109;26.25
"DCF";2009;"YFT";"F";113;30.25
"DCF";2009;"YFT";NA;109;26.1
"DCF";2009;"YFT";"F";105;23
"DCF";2009;"YFT";"F";105;27
"DCF";2009;"YFT";"F";112;30.75
"DCF";2009;"YFT";"M";107;25.45
"DCF";2009;"YFT";"F";112;26.2
"DCF";2009;"YFT";"F";94;18.4
"DCF";2009;"YFT";"M";105;23.4
"DCF";2009;"YFT";"M";105;22.85
"DCF";2009;"YFT";"M";110;25.65
"DCF";2009;"YFT";"M";97;18.95
"DCF";2009;"YFT";"M";108;26.25
"DCF";2009;"YFT";"F";112;27.1
"DCF";2009;"YFT";"M";112;26.3
"DCF";2009;"YFT";"F";97;19.4
"DCF";2009;"YFT";"F";106;23.7
"DCF";2009;"YFT";"M";108;23.6
"DCF";2009;"YFT";"M";103;21.8
"DCF";2009;"YFT";"F";110;24.1
"DCF";2009;"YFT";"M";111;27.2
"DCF";2009;"YFT";"F";112;26.08
"DCF";2009;"YFT";"M";103;21.5
"DCF";2009;"YFT";"F";109;27.5
"DCF";2009;"YFT";"M";91;16.3
"DCF";2009;"YFT";"F";105;22.95
"DCF";2009;"YFT";"F";104;22.05
"DCF";2009;"YFT";"F";109;26.5
"DCF";2009;"YFT";"F";107;26.95
"DCF";2009;"YFT";"F";106;24.4
"DCF";2009;"YFT";"M";105;22.6
"DCF";2009;"YFT";"M";106;28.5
"DCF";2009;"YFT";"M";112;28.5
"DCF";2009;"YFT";"M";96;19.95
"DCF";2009;"YFT";"F";110;27.55
"DCF";2009;"YFT";"F";110;27.55
"DCF";2009;"YFT";"M";106;28.5
